,,"Fe 62 : Iron Ore Fines, CNF Rizhao, China : Fines, Fe 62% (Australia Origin)"," Coking Coal, FOB Hay Point, Australia : HCC 64 Mid Vol",HRC-FOB-Rizhao-China-fob-USD 2.5 mm,"Platts North European HRC, EXW Ruhr $/t",HRC-FOB-Black-Sea-Russia-2.5 MM,Raw Material Cost factor I/O*1.6 + Coking coal *0.65,weighted average Price of imported hrc,CRC Mumbai,Infrastructure & Construction Goods,CPI Inflation,Automobile (Passanger Vehicle Sales),India weekly HRC Imports t,India weekly Exports HRC t,Hrc Production in t,Hms 80 20 Mumbai,Hrc landed Price Mumbai,Indian GDP in inr,usd to inr,India News-Based Policy Uncertainty Index
04/01/2010,2,4888.757187,10125.88187,23224.4997,24740.29312,23572.8672,11357.18,23224.4997,37245.69911,86.82400116,74.96987481,33407.5,63670.5,3046.0425,332567.11,17304.06034,31920,1724691.75,46.4489994,77.45385071
11/01/2010,3,5030.673083,9932.40712,23236.36528,24716.34087,23805.88404,11357.18,23236.36528,36357.03571,86.82400116,74.96987481,33407.5,63670.5,3046.0425,332567.11,16774.66674,31080,1724691.75,45.56150055,77.45385071
18/01/2010,4,5284.375499,9967.069206,24003.263,25565.43193,23888.96174,11357.18,24003.263,36843.68472,86.82400116,74.96987481,33407.5,63670.5,3046.0425,332567.11,17064.57276,31540,1724691.75,45.72050095,77.45385071
25/01/2010,5,5568.034969,10052.85207,24209.85017,25492.97223,24555.70517,11357.18,24209.85017,37573.65823,86.82400116,74.96987481,33407.5,63670.5,3046.0425,332567.11,17499.43179,32230,1724691.75,46.11400032,77.45385071
01/02/2010,6,5816.16049,10070.07376,24251.32442,26618.18901,24597.77191,11422.115,24251.32442,37573.65823,90.32917117,74.9503003,33407.5,63849.25,5840.1525,304634.04,17499.43179,32230,1724691.75,46.19299889,129.568995
08/02/2010,7,5902.993227,9835.401794,24530.09949,26578.96553,24880.52948,11422.115,24530.09949,37573.65823,90.32917117,74.9503003,33407.5,63849.25,5840.1525,304634.04,17499.43179,32230,1724691.75,46.72399902,129.568995
15/02/2010,8,5877.966461,9412.907282,25116.54396,26095.09219,26662.1758,11422.115,25116.54396,37573.65823,90.32917117,74.9503003,33407.5,63849.25,5840.1525,304634.04,17499.43179,32230,1724691.75,46.36900139,129.568995
22/02/2010,9,5873.304505,9027.50544,25781.87674,26088.07772,26551.48659,11422.115,25781.87674,37573.65823,90.32917117,74.9503003,33407.5,63849.25,5840.1525,304634.04,17499.43179,32230,1724691.75,46.17649841,129.568995
01/03/2010,10,5868.477985,8644.991859,26440.79957,27439.53525,26440.79957,10252.7,26440.79957,37573.65823,92.21601784,76.27104525,26726,65642.75,10584.4175,341566.47,17499.43179,32230,1379753.4,45.98399925,96.48685458
08/03/2010,11,5917.925389,8554.940201,26165.37561,27463.77891,26165.37561,10252.7,26165.37561,40006.90327,92.21601784,76.27104525,26726,65642.75,10584.4175,341566.47,18948.96189,34530,1379753.4,45.50500107,96.48685458
15/03/2010,12,6031.549879,8559.263977,26633.87993,28711.58207,26178.59993,10252.7,26633.87993,40006.90327,92.21601784,76.27104525,26726,65642.75,10584.4175,341566.47,18948.96189,34530,1379753.4,45.52799988,96.48685458
22/03/2010,13,6120.731977,8529.372261,27221.40083,29167.04138,29489.8509,10252.7,27221.40083,40493.55228,92.21601784,76.27104525,26726,65642.75,10584.4175,341566.47,19238.86791,34990,1379753.4,45.36900139,96.48685458
29/03/2010,14,6182.70344,8463.289986,27460.67495,30055.66372,28361.02495,10252.7,27460.67495,41223.52579,92.21601784,76.27104525,26726,65642.75,10584.4175,341566.47,19673.72694,35680,1379753.4,45.01749992,96.48685458
05/04/2010,15,6237.23625,8389.5,29006.25,30372.01374,28113.75,11779.3,29006.25,41710.1748,96.90265487,76.41775457,29695.5,141434.25,3451.09,340748.34,19963.63296,36140,1590925,44.625,94.16804566
12/04/2010,16,6543.607282,8315.239914,28749.4997,31059.91565,31624.44967,11779.3,28749.4997,43656.77084,96.90265487,76.41775457,29695.5,141434.25,3451.09,340748.34,21123.25704,37980,1590925,44.22999954,94.16804566
19/04/2010,17,6950.930872,8370.324135,30275.64049,32049.11449,31388.71551,11779.3,30275.64049,43656.77084,96.90265487,76.41775457,29695.5,141434.25,3451.09,340748.34,21123.25704,37980,1590925,44.52300072,94.16804566
26/04/2010,18,7273.339725,8322.760086,29660.90031,32648.41702,31653.05033,11779.3,29660.90031,45116.71786,96.90265487,76.41775457,29695.5,141434.25,3451.09,340748.34,21992.9751,39360,1590925,44.27000046,94.16804566
03/05/2010,19,7641.973233,8330.092003,29687.03001,33385.87444,31680.93501,11978.2,29687.03001,44630.06886,93.30730619,77.61126786,20786.8,169042.25,4839.105,342443.03,21703.06908,38900,1272740,44.30900002,113.867944
10/05/2010,20,7651.406924,8477.013977,30210.63492,34377.87186,32239.70741,11978.2,30210.63492,44630.06886,93.30730619,77.61126786,20786.8,169042.25,4839.105,342443.03,21703.06908,38900,1272740,45.09049988,113.867944
17/05/2010,21,7572.539703,8529.371902,30397.22965,34015.26082,32438.83463,11978.2,30397.22965,44630.06886,93.30730619,77.61126786,20786.8,169042.25,4839.105,342443.03,21703.06908,38900,1272740,45.36899948,113.867944
24/05/2010,22,7691.788373,8810.43206,31398.88021,34581.83625,33507.76023,11978.2,31398.88021,44630.06886,93.30730619,77.61126786,20786.8,169042.25,4839.105,342443.03,21703.06908,38900,1272740,46.86400032,113.867944
31/05/2010,23,7477.443116,8712.484077,28732.66026,34092.56192,30470.52277,11978.2,28732.66026,44630.06886,93.30730619,77.61126786,20786.8,169042.25,4839.105,342443.03,21703.06908,38900,1272740,46.34300041,113.867944
07/06/2010,24,7389.897249,8803.852089,29033.98029,34854.71266,30790.06781,12094.48,29033.98029,42196.82381,96.98492462,78.8256701,29695.5,132615.5,10942.855,324561.19,20253.53898,36600,1590925,46.82900047,151.3790616
14/06/2010,25,7190.923855,8763.620316,28435.15102,34056.7058,27036.70097,12094.48,28435.15102,42196.82381,96.98492462,78.8256701,29695.5,132615.5,10942.855,324561.19,20253.53898,36600,1590925,46.61500168,151.3790616
21/06/2010,26,6905.748079,8613.972046,27491.40015,34106.74282,26575.02014,12094.48,27491.40015,41710.1748,96.98492462,78.8256701,29695.5,132615.5,10942.855,324561.19,19963.63296,36140,1590925,45.81900024,151.3790616
28/06/2010,27,6803.707322,8691.052017,27737.40005,34728.38059,26812.82005,12094.48,27737.40005,41223.52579,96.98492462,78.8256701,29695.5,132615.5,10942.855,324561.19,19673.72694,35680,1590925,46.22900009,151.3790616
05/07/2010,28,6715.276978,8789.751945,29455.01982,35240.26623,27117.31983,12871.72,29455.01982,41223.52579,94.01098901,81.90896552,33407.5,128039.5,9869.125,338586.16,19673.72694,35680,807279.125,46.75399971,100.3703305
12/07/2010,29,6500.181993,8771.892075,29161.87525,34495.09231,25545.80272,12871.72,29161.87525,42683.47282,94.01098901,81.90896552,33407.5,128039.5,9869.125,338586.16,20543.445,37060,807279.125,46.6590004,100.3703305
19/07/2010,30,6267.817891,8728.840057,27393.70018,33370.29518,25420.42517,12871.72,27393.70018,42440.14832,94.01098901,81.90896552,33407.5,128039.5,9869.125,338586.16,20398.49199,36830,807279.125,46.43000031,100.3703305
26/07/2010,31,6140.731604,8834.401802,28194.89937,32990.25026,25727.84567,12871.72,28194.89937,40736.87679,94.01098901,81.90896552,33407.5,128039.5,9869.125,338586.16,19383.82092,35220,807279.125,46.99149895,100.3703305
02/08/2010,32,5843.392015,8693.872261,28671.28086,32790.59292,25781.03077,12830.41,28671.28086,41223.52579,97.90669856,83.72717241,26726,38314.5,132056.3725,335255.23,19673.72694,35680,1291646.6,46.24400139,89.1088821
09/08/2010,33,5981.709472,8640.104034,28493.96011,33234.344,26081.1651,12830.41,28493.96011,42196.82381,97.90669856,83.72717241,26726,38314.5,132056.3725,335255.23,20253.53898,36600,1291646.6,45.95800018,89.1088821
16/08/2010,34,6245.913635,8766.06369,28909.35898,33577.76536,28326.509,12830.41,28909.35898,42196.82381,97.90669856,83.72717241,26726,38314.5,132056.3725,335255.23,20253.53898,36600,1291646.6,46.62799835,89.1088821
23/08/2010,35,6420.159019,8762.304321,29829.12109,32857.53473,28314.36104,12830.41,29829.12109,42196.82381,97.90669856,83.72717241,26726,38314.5,132056.3725,335255.23,20253.53898,36600,1291646.6,46.60800171,89.1088821
30/08/2010,36,6624.683563,8798.964264,29953.9209,33169.00628,28081.80084,12830.41,29953.9209,43170.12183,97.90669856,83.72717241,26726,38314.5,132056.3725,335255.23,20833.35102,37520,1291646.6,46.8030014,89.1088821
06/09/2010,37,6769.646391,8756.663834,29809.91943,33478.568,27946.79947,12752.38,29809.91943,43170.12183,94.60067492,84.62982882,25983.5,29965.25,36347.87,330404.93,20833.35102,37520,1614558.25,46.57799911,99.39948898
13/09/2010,38,6686.473029,8719.722046,30611.79016,34122.67493,29336.2989,12752.38,30611.79016,43170.12183,94.60067492,84.62982882,25983.5,29965.25,36347.87,330404.93,20833.35102,37520,1614558.25,46.38150024,99.39948898
20/09/2010,39,6559.865594,8625.06369,29591.30894,33996.94559,28559.05397,12752.38,29591.30894,44143.41985,94.60067492,84.62982882,25983.5,29965.25,36347.87,330404.93,21413.16306,38440,1614558.25,45.87799835,99.39948898
27/09/2010,40,6415.371538,8505.120316,28727.40107,32690.1402,27935.70104,12752.38,28727.40107,43413.44633,94.60067492,84.62982882,25983.5,29965.25,36347.87,330404.93,20978.30403,37750,1614558.25,45.24000168,99.39948898
04/10/2010,41,6245.799937,8349.643661,27906.16572,32881.15433,27425.02639,12233.03,27906.16572,42926.79733,99.94061758,85.81359433,33407.5,55748.75,29812.2225,344020.84,20688.39801,37290,1778158.25,44.4129982,88.99954627
11/10/2010,42,6332.247875,8348.704178,27606.9754,33241.50697,27643.98059,12233.03,27606.9754,41953.49931,99.94061758,85.81359433,33407.5,55748.75,29812.2225,344020.84,20108.58597,36370,1778158.25,44.40800095,88.99954627
18/10/2010,43,6383.259827,8301.704178,27157.17058,32540.72197,27488.35559,12233.03,27157.17058,41953.49931,99.94061758,85.81359433,33407.5,55748.75,29812.2225,344020.84,20108.58597,36370,1778158.25,44.15800095,88.99954627
25/10/2010,44,6528.673285,8377.092003,27403.78501,31493.4439,27737.97751,12233.03,27403.78501,41953.49931,99.94061758,85.81359433,33407.5,55748.75,29812.2225,344020.84,20108.58597,36370,1778158.25,44.55900002,88.99954627
01/11/2010,45,6590.136436,8344.192146,27296.16048,30829.12694,26852.32047,12326.36,27296.16048,41466.8503,88.63021115,87.02828169,26726,38565,2242.79,322106.82,19818.67995,35910,1422526.6,44.38400078,107.0622885
08/11/2010,46,6647.258188,8281.870316,26651.76352,30962.74133,26651.76352,12326.36,26651.76352,43900.09534,88.63021115,87.02828169,26726,38565,2242.79,322106.82,21268.21005,38210,1422526.6,44.05250168,107.0622885
15/11/2010,47,6864.825605,8418.263977,29329.58992,30547.27389,26866.79993,12326.36,29329.58992,41710.1748,88.63021115,87.02828169,26726,38565,2242.79,322106.82,19963.63296,36140,1422526.6,44.77799988,107.0622885
22/11/2010,48,7050.547242,8511.982132,27618.66543,30190.00846,27165.90042,12326.36,27618.66543,41953.49931,88.63021115,87.02828169,26726,38565,2242.79,322106.82,20108.58597,36370,1422526.6,45.2765007,107.0622885
29/11/2010,49,7228.396415,8593.479828,28111.64944,30147.06999,27197.44946,12326.36,28111.64944,41953.49931,88.63021115,87.02828169,26726,38565,2242.79,322106.82,17920,36370,1422526.6,45.70999908,107.0622885
06/12/2010,50,7210.781861,8443.643661,27621.49389,29432.12548,26723.23393,12347.78,27621.49389,42196.82381,90.81730769,85.82393741,25983.5,44949.25,29218.43,335605.85,18000,36600,1778158.25,44.9129982,157.4347391
13/12/2010,51,7325.895386,9147.325155,27869.00047,30219.38657,26745.25045,12347.78,27869.00047,42440.14832,90.81730769,85.82393741,25983.5,44949.25,29218.43,335605.85,17950,36830,1778158.25,44.95000076,157.4347391
20/12/2010,52,7471.125839,9891.79184,28229.99954,31145.76689,28681.67953,12347.78,28229.99954,42440.14832,90.81730769,85.82393741,25983.5,44949.25,29218.43,335605.85,18500,36830,1778158.25,45.16799927,157.4347391
27/12/2010,1,7562.700885,10566.56987,28162.49967,31183.62619,28387.79966,12347.78,28162.49967,42440.14832,90.81730769,85.82393741,25983.5,44949.25,29218.43,335605.85,19000,36830,1778158.25,45.05999947,157.4347391
03/01/2011,2,7630.936905,11204.5002,28459.4305,31363.38597,28011.2505,14864.2875,28459.4305,42440.14832,97.19211823,87.639,36267.8,72199,17255.3525,356226.83,19000,36830,1522226.6,44.81800079,124.5488116
10/01/2011,3,7846.934296,11339.50043,29936.28113,33417.09228,28348.75107,14864.2875,29936.28113,42926.79733,97.19211823,87.639,36267.8,72199,17255.3525,356226.83,19400,37290,1522226.6,45.35800171,124.5488116
17/01/2011,4,8033.852989,11347.24998,30410.62996,34419.17084,28368.12496,14864.2875,30410.62996,44873.39336,97.19211823,87.639,36267.8,72199,17255.3525,356226.83,20042.85714,39130,1522226.6,45.38899994,124.5488116
24/01/2011,5,8441.378384,11397.00031,30543.96084,37165.49949,32595.42089,14864.2875,30543.96084,45370.62169,97.19211823,87.639,36267.8,72199,17255.3525,356226.83,20000,39600,1522226.6,45.58800125,124.5488116
31/01/2011,6,8525.868233,11459.50031,33003.3609,39058.66904,32774.17089,14864.2875,33003.3609,45370.62169,97.19211823,87.639,36267.8,72199,17255.3525,356226.83,20785.71429,39600,1522226.6,45.83800125,124.5488116
07/02/2011,7,8483.088318,11402.00043,32381.68121,39937.76136,32609.72122,14752.5675,32381.68121,45370.62169,100.3009027,86.812,45334.75,39023.75,21732.535,327900.22,21250,39600,1902783.25,45.60800171,144.1516675
14/02/2011,8,8596.757638,11411.62539,31952.55108,39709.09676,36060.73622,14752.5675,31952.55108,47856.76337,100.3009027,86.812,45334.75,39023.75,21732.535,327900.22,21500,41950,1902783.25,45.64650154,144.1516675
21/02/2011,9,8684.138484,11287.87518,34766.65554,39279.60673,35669.68555,14752.5675,34766.65554,46862.3067,100.3009027,86.812,45334.75,39023.75,21732.535,327900.22,20500,41010,1902783.25,45.1515007,144.1516675
28/02/2011,10,8597.5,11312.5,34842.5,40044.12054,33145.625,14752.5675,34842.5,50342.90504,100.3009027,86.812,45334.75,39023.75,21732.535,327900.22,20650,44300,1902783.25,45.25,144.1516675
07/03/2011,11,8359.118946,11235.37493,34155.53978,39850.52797,32919.64854,14606.9325,34155.53978,50342.90504,99.31338892,87.639,45334.75,60119.5,26316.65,356791.11,20483.33333,44300,1902783.25,44.94149971,96.31920457
14/03/2011,12,8070.459015,11309.49974,31214.21928,40023.48042,33136.83424,14606.9325,31214.21928,49845.67671,99.31338892,87.639,45334.75,60119.5,26316.65,356791.11,21000,43830,1902783.25,45.23799896,96.31920457
21/03/2011,13,7757.655389,11249.50027,29698.68073,39703.94127,31836.08578,14606.9325,29698.68073,46365.07836,99.31338892,87.639,45334.75,60119.5,26316.65,356791.11,21500,40540,1902783.25,44.9980011,96.31920457
28/03/2011,14,7687.196136,11173.2502,33519.7506,39860.72204,31843.76307,14606.9325,33519.7506,44873.39336,99.31338892,87.639,45334.75,60119.5,26316.65,356791.11,21500,39130,1902783.25,44.69300079,96.31920457
04/04/2011,15,7771.25891,11089.12516,32380.24546,39170.516,31604.0067,13707.8725,32380.24546,49348.44837,100,87.804,40297.75,53324.25,22998.7825,338170.03,21500,43360,1752383.25,44.35650063,71.03994006
11/04/2011,16,8001.84075,11015.74993,32165.9898,38753.37301,30072.99731,13707.8725,32165.9898,48353.9917,100,87.804,40297.75,53324.25,22998.7825,338170.03,21500,42420,1752383.25,44.06299973,71.03994006
18/04/2011,17,8194.852362,11074.12481,32779.40945,39044.06843,28460.50077,13707.8725,32779.40945,48353.9917,100,87.804,40297.75,53324.25,22998.7825,338170.03,21500,42420,1752383.25,44.29649925,71.03994006
25/04/2011,18,8065.603294,11079.1254,31907.88116,38753.28498,28140.97853,13707.8725,31907.88116,48851.22004,100,87.804,40297.75,53324.25,22998.7825,338170.03,21714.28571,42890,1752383.25,44.31650162,71.03994006
02/05/2011,19,8103.210915,11057.87516,31846.68045,39131.23131,28087.0029,13868.47,31846.68045,47856.76337,100,88.548,28208.4,36934.5,55332.295,347875.56,22000,41950,1401906.6,44.23150063,102.9706468
09/05/2011,20,8279.952545,11189.12506,31777.11517,39974.24134,28420.37766,13868.47,31777.11517,47856.76337,100,88.548,28208.4,36934.5,55332.295,347875.56,22000,41950,1401906.6,44.75650024,102.9706468
16/05/2011,21,8226.223617,11213.50002,31846.34007,38424.83853,30724.99006,13868.47,31846.34007,47359.53503,100,88.548,28208.4,36934.5,55332.295,347875.56,22071.42857,41480,1401906.6,44.85400009,102.9706468
23/05/2011,22,8234.359503,11249.125,32397.48001,38082.46831,31047.58501,13868.47,32397.48001,47359.53503,100,88.548,28208.4,36934.5,55332.295,347875.56,22533.33333,41480,1401906.6,44.99650002,102.9706468
30/05/2011,23,8063.38056,11293.25008,32524.56024,37543.43868,31169.37023,13868.47,32524.56024,47856.76337,100,88.548,28208.4,36934.5,55332.295,347875.56,22700,41950,1401906.6,45.17300034,102.9706468
06/06/2011,24,7870.919127,11205.75047,31600.21631,38088.49823,30927.87128,13796.65,31600.21631,47856.76337,100,89.954,40297.75,49058.75,42939.485,352615.47,22750,41950,1752383.25,44.82300186,105.5109552
13/06/2011,25,7880.192525,11372.88214,31306.0997,37718.41182,31417.9072,13796.65,31306.0997,47110.92087,100,89.954,40297.75,49058.75,42939.485,352615.47,23500,41245,1752383.25,44.72299957,105.5109552
20/06/2011,26,8006.321581,11587.90003,31816.16539,35540.77184,31480.07914,13796.65,31816.16539,47500,100,89.954,40297.75,49058.75,42939.485,352615.47,22500,41010,1752383.25,44.81150055,105.5109552
27/06/2011,27,7873.075056,11827.07506,31267.35522,35674.0593,31379.82772,13796.65,31267.35522,47500,100,89.954,40297.75,49058.75,42939.485,352615.47,21500,41480,1752383.25,44.98900032,105.5109552
04/07/2011,28,7764.402191,11922.56085,30789.87076,35478.65223,31124.54327,14226.5205,30789.87076,47500,100,91.36,45334.75,44888.25,36724.71,352784.75,21333.33333,40775,1702391.75,44.6230011,155.3404552
11/07/2011,29,7798.922484,11712.6625,30644.96876,35189.49949,30533.93626,14226.5205,30644.96876,47500,100,91.36,45334.75,44888.25,36724.71,352784.75,20500,40540,1702391.75,44.4129982,155.3404552
18/07/2011,30,7959.103189,11585.15843,30714.65996,34497.10579,30269.51996,14226.5205,30714.65996,47500,100,91.36,45334.75,44888.25,36724.71,352784.75,21357.14286,40540,1702391.75,44.51399994,155.3404552
25/07/2011,31,7987.589951,11395.45305,30840.97231,34696.92544,30175.33981,14226.5205,30840.97231,47500,100,91.36,45334.75,44888.25,36724.71,352784.75,21666.66667,40540,1702391.75,44.37549973,155.3404552
01/08/2011,32,7972.146548,11195.17978,30934.0498,34530.96389,30050.2198,14143.02,30934.0498,47200,100,92.352,36267.8,64828.75,27739.265,349794.1,22500,40775,1361913.4,44.19149971,272.8744499
08/08/2011,33,8163.498864,11265.43206,31983.02295,34430.06864,31759.36544,14143.02,31983.02295,47200,100,92.352,36267.8,64828.75,27739.265,349794.1,22500,41010,1361913.4,44.73150063,272.8744499
15/08/2011,34,8242.143169,11337.83327,32832.71317,34203.5899,31926.98316,14143.02,32832.71317,47200,100,92.352,36267.8,64828.75,27739.265,349794.1,22928.57143,41715,1361913.4,45.28650093,272.8744499
22/08/2011,35,8307.031367,11396.75979,33658.58906,34901.43818,32284.7691,14143.02,33658.58906,47200,100,92.352,36267.8,64828.75,27739.265,349794.1,22833.33333,42185,1361913.4,45.79399872,272.8744499
29/08/2011,36,8445.998978,11417.44218,33922.45491,35304.6911,32537.86491,14143.02,33922.45491,47200,100,92.352,36267.8,64828.75,27739.265,349794.1,22900,42655,1361913.4,46.15299988,272.8744499
05/09/2011,37,8397.496609,11246.73291,33617.42924,34519.81709,32245.28927,14679.1665,33617.42924,48000,100,93.426,35260.5,64124.5,19106.4825,328915.92,22800,42655,1702391.75,45.73799896,186.7873955
12/09/2011,38,8575.596115,11217.75499,34022.74546,34772.78201,33440.1642,14679.1665,34022.74546,48000,100,93.426,35260.5,64124.5,19106.4825,328915.92,23450,42655,1702391.75,46.60650063,186.7873955
19/09/2011,39,7905.691693,11107.91428,33962.39868,34468.06106,33844.47369,14679.1665,33962.39868,47500,100,93.426,35260.5,64124.5,19106.4825,328915.92,23883.33333,42420,1702391.75,47.16999817,186.7873955
26/09/2011,40,8878.793401,11371.71464,35060.86382,35788.79649,35431.22506,14679.1665,35060.86382,47500,100,93.426,35260.5,64124.5,19106.4825,328915.92,24183.33333,41950,1702391.75,49.38149834,186.7873955
03/10/2011,41,8606.4375,11085.13829,34967.5,35276.05125,33366.875,14737.53175,34967.5,47500,100,94.088,36267.8,29455.75,12818.05,347424.14,23357.14286,41480,1483426.6,49.25,222.5659289
10/10/2011,42,8461.111166,10769.25033,34069.94357,34253.97029,32599.29852,14737.53175,34069.94357,49300,100,94.088,36267.8,29455.75,12818.05,347424.14,23628.57143,41480,1483426.6,49.02150154,222.5659289
17/10/2011,43,8106.459658,10477.25539,33247.24106,35166.29137,31413.7535,14737.53175,33247.24106,46800,100,94.088,36267.8,29455.75,12818.05,347424.14,23966.66667,41480,1483426.6,48.89300156,222.5659289
24/10/2011,44,7099.777765,10407.76302,31388.49117,35745.87839,31263.93367,14737.53175,31388.49117,47000,100,94.088,36267.8,29455.75,12818.05,347424.14,24133.33333,40070,1483426.6,49.82300186,222.5659289
31/10/2011,45,6135.44379,9909.228662,30677.21895,35057.71449,31772.83391,14737.53175,30677.21895,47000,100,94.088,36267.8,29455.75,12818.05,347424.14,23766.66667,37720,1483426.6,48.69399834,222.5659289
07/11/2011,46,6101.495928,9708.742957,30629.99964,35024.07353,30017.39964,14292.7135,30629.99964,48500,100,94.336,45334.75,70309.25,21531.87,338734.3,24457.14286,37720,1854283.25,49.00799942,224.1403371
14/11/2011,47,6709.581104,9925.56194,31294.68799,35633.96436,29291.82796,14292.7135,31294.68799,46900,100,94.336,45334.75,70309.25,21531.87,338734.3,24216.66667,37485,1854283.25,50.07150078,224.1403371
21/11/2011,48,7325.604092,10161.08673,32017.5004,34904.35192,29968.38037,14292.7135,32017.5004,46900,100,94.336,45334.75,70309.25,21531.87,338734.3,23985.71429,37485,1854283.25,51.22800064,224.1403371
28/11/2011,49,7230.569528,10369.01025,32913.71967,33803.63351,30562.7397,14292.7135,32913.71967,47200,100,94.336,45334.75,70309.25,21531.87,338734.3,24166.66667,37720,1854283.25,52.24399948,224.1403371
05/12/2011,50,7072.655289,10148.81319,32194.8904,33263.88852,29895.25537,14394.07188,32194.8904,46700,100,93.923,35260.5,76786.75,39360.4225,355267.56,24583.33333,37720,1854283.25,51.10300064,249.3388804
12/12/2011,51,7377.468067,10221.94959,32211.48029,33977.137,30263.20528,14394.07188,32211.48029,46200,100,93.923,35260.5,76786.75,39360.4225,355267.56,24500,37250,1854283.25,51.95400047,249.3388804
19/12/2011,52,7258.317055,10251.30776,32609.83025,34305.39625,30374.47898,14394.07188,32609.83025,46200,100,93.923,35260.5,76786.75,39360.4225,355267.56,24516.66667,37250,1854283.25,52.5965004,249.3388804
26/12/2011,53,7294.610731,10190.26083,32989.37559,34466.63983,30482.18305,14394.07188,32989.37559,46200,100,93.923,35260.5,76786.75,39360.4225,355267.56,24650,37485,1854283.25,52.78300095,249.3388804
02/01/2012,1,7395.727453,10144.68221,33424.01934,34513.39832,30638.68439,12413.28913,33424.01934,46200,100,94.253,36641.2,77400,65652.9875,448949.15,25000,37485,1576973.4,53.05399895,183.1171139
09/01/2012,2,7447.099921,10100.71101,33227.14554,34564.88097,30458.21674,12413.28913,33227.14554,46200,100,94.253,36641.2,77400,65652.9875,448949.15,25583.33333,37720,1576973.4,52.74150085,183.1171139
16/01/2012,3,7406.351807,9865.505942,32402.78915,33450.07816,32145.62416,12413.28913,32402.78915,46200,100,94.253,36641.2,77400,65652.9875,448949.15,25916.66667,41944,1576973.4,51.43299866,183.1171139
23/01/2012,4,7157.593591,9656.319064,31666.31996,34135.66964,30912.35996,12413.28913,31666.31996,46200,100,94.253,36641.2,77400,65652.9875,448949.15,25083.33333,41944,1576973.4,50.26399994,183.1171139
30/01/2012,5,7013.096069,9502.807897,31114.44031,34740.50236,30373.6203,12413.28913,31114.44031,46000,100,94.253,36641.2,77400,65652.9875,448949.15,25000,41944,1576973.4,49.38800049,183.1171139
06/02/2012,6,7042.521732,9375.945393,30651.38992,34786.04349,29556.69743,12093.626,30651.38992,46000,100,94.749,45801.5,88013.75,44535.125,438978.39,25166.66667,41944,1971216.75,48.65299988,180.2292341
13/02/2012,7,7254.891094,9431.41123,31339.15541,35975.78098,30845.6254,12093.626,31339.15541,46000,100,94.749,45801.5,88013.75,44535.125,438978.39,25083.33333,41944,1971216.75,49.35300064,180.2292341
20/02/2012,8,6987.891102,9324.977502,31248.66796,35821.64723,31002.61545,12093.626,31248.66796,46200,100,94.749,45801.5,88013.75,44535.125,438978.39,25500,42211,1971216.75,49.21050072,180.2292341
27/02/2012,9,6861.119919,9207.729278,30875.03963,36690.42196,30875.03963,12093.626,30875.03963,46200,100,94.749,45801.5,88013.75,44535.125,438978.39,26000,42211,1971216.75,49.00799942,180.2292341
05/03/2012,10,7132.012546,9241.73479,31752.96021,37292.73693,31256.8202,12236.47813,31752.96021,46600,100,95.493,45801.5,67039,37337.44,438266.36,26214.28571,41944,1971216.75,49.61400032,239.419281
12/03/2012,11,7186.573014,9323.684943,31866.56006,37256.99433,33733.74131,12236.47813,31866.56006,46600,100,95.493,45801.5,67039,37337.44,438266.36,26714.28571,42478,1971216.75,49.79150009,239.419281
19/03/2012,12,7321.388947,9439.394558,32595.22476,37120.05575,32469.85851,12236.47813,32595.22476,46600,100,95.493,45801.5,67039,37337.44,438266.36,27000,42478,1971216.75,50.14649963,239.419281
26/03/2012,13,7572.863892,9681.915184,33515.03952,37995.86215,32491.67953,12236.47813,33515.03952,46600,100,95.493,45801.5,67039,37337.44,438266.36,26750,43012,1971216.75,51.16799927,239.419281
02/04/2012,14,7600.654732,9669.863077,33554.72992,38212.86057,33173.42617,12999.43925,33554.72992,46600,103.1,96.816,32570,44415.75,34620.79,435068.33,26533.33333,43279,1470146.6,50.84049988,173.368132
09/04/2012,15,7634.815536,9710.352652,34216.23016,38087.26038,32939.50516,12999.43925,34216.23016,46600,103.1,96.816,32570,44415.75,34620.79,435068.33,26783.33333,43546,1470146.6,51.06900024,173.368132
16/04/2012,16,7763.891514,9773.434979,34449.05506,37818.38602,33420.72506,12999.43925,34449.05506,46600,103.1,96.816,32570,44415.75,34620.79,435068.33,27000,44080,1470146.6,51.41650009,173.368132
23/04/2012,17,7863.174198,9895.385533,35149.95089,38103.09093,33717.91585,12999.43925,35149.95089,46600,103.1,96.816,32570,44415.75,34620.79,435068.33,27233.33333,44080,1470146.6,52.07400131,173.368132
30/04/2012,18,7788.810887,9970.479385,35427.54278,38416.9031,33984.19845,12999.43925,35427.54278,46700,103.1,96.816,32570,44415.75,34620.79,435068.33,27216.66667,44347,1470146.6,52.48524857,173.368132
07/05/2012,19,7905.852356,10178.93713,35375.33936,39046.65639,34705.35187,13523.255,35375.33936,46700,117.4,97.726,35623.5,81074,30389.5,451330.66,26550,44347,1837683.25,53.59899902,246.4107733
14/05/2012,20,7658.25183,10060.13175,34871.19923,38307.21943,31920.55929,13523.255,34871.19923,47200,117.4,97.726,35623.5,81074,30389.5,451330.66,25866.66667,43546,1837683.25,53.64799881,246.4107733
